30_01_2022_16_45_22,AddNewNode,4,1.453125
30_01_2022_16_45_22,AddNewNode,5,1.4375
30_01_2022_16_45_22,Insert,5,1.84375
30_01_2022_16_45_22,Lookup,5,1.9375
30_01_2022_16_45_22,Update,5,2.484375
30_01_2022_16_45_22,Delete,5,2.0625
30_01_2022_16_45_22,AddNewNode,6,5.015625
30_01_2022_16_45_22,Leave,5,5.71875
31_01_2022_16_57_11,AddNewNode,2,1.53125
31_01_2022_16_57_11,AddNewNode,3,1.3125
31_01_2022_16_57_11,AddNewNode,4,1.65625
31_01_2022_16_57_11,AddNewNode,5,1.359375
31_01_2022_18_31_16,AddNewNode,2,1.5
31_01_2022_18_31_16,AddNewNode,3,1.828125
31_01_2022_18_31_16,AddNewNode,4,1.9375
31_01_2022_18_31_16,AddNewNode,5,1.8125
05_02_2022_09_40_48,AddNewNode,2,2.328125
05_02_2022_09_40_48,AddNewNode,3,4.9375
05_02_2022_09_40_48,Insert,3,2.484375
05_02_2022_09_40_48,Lookup,3,0.8125
05_02_2022_09_40_48,Update,3,1.267123
05_02_2022_09_40_48,Delete,3,3.1875
05_02_2022_09_40_48,AddNewNode,4,2.3125
05_02_2022_09_40_48,Leave,3,7.453125
05_02_2022_09_42_24,AddNewNode,2,1.984375
05_02_2022_09_42_24,AddNewNode,3,3.8125
05_02_2022_09_42_24,AddNewNode,4,6.921875
05_02_2022_09_42_24,Insert,4,3.359375
05_02_2022_09_42_24,Lookup,4,1.09375
05_02_2022_09_42_24,Update,4,0.0
05_02_2022_09_42_24,Delete,4,0.0
05_02_2022_09_42_24,AddNewNode,5,7.3125
05_02_2022_09_44_44,AddNewNode,2,2.390625
05_02_2022_09_44_44,AddNewNode,3,4.4375
05_02_2022_09_44_44,AddNewNode,4,2.921875
05_02_2022_09_44_44,Insert,4,0.0
05_02_2022_09_44_44,Lookup,4,2.28125
05_02_2022_09_44_44,Update,4,0.0
05_02_2022_09_44_44,Delete,4,2.265625
05_02_2022_09_44_44,AddNewNode,5,1.953125
05_02_2022_09_44_44,Leave,4,3.28125
05_02_2022_09_46_19,AddNewNode,2,1.328125
05_02_2022_09_46_19,AddNewNode,3,7.171875
05_02_2022_09_46_19,AddNewNode,4,2.9375
05_02_2022_09_46_19,AddNewNode,5,2.875
05_02_2022_09_46_19,AddNewNode,6,10.375
05_02_2022_09_46_19,Insert,6,3.265625
05_02_2022_09_46_19,Lookup,6,3.296875
05_02_2022_09_46_19,Update,6,5.359375
05_02_2022_09_46_19,Delete,6,2.625
05_02_2022_09_46_19,AddNewNode,7,8.21875
05_02_2022_09_46_19,Leave,6,6.203125
05_02_2022_09_49_03,AddNewNode,2,1.96875
05_02_2022_09_49_03,AddNewNode,3,5.171875
05_02_2022_09_49_03,AddNewNode,4,2.265625
05_02_2022_09_49_03,AddNewNode,5,3.015625
05_02_2022_09_49_03,AddNewNode,6,16.625
05_02_2022_09_49_03,AddNewNode,7,17.109375
05_02_2022_09_49_03,Insert,7,5.593751
05_02_2022_09_49_03,Lookup,7,5.406251
05_02_2022_09_49_03,Update,7,7.484375
05_02_2022_09_49_03,Delete,7,6.062515
05_02_2022_09_49_03,AddNewNode,8,14.796875
05_02_2022_09_49_03,Leave,7,9.734375
05_02_2022_09_55_21,AddNewNode,2,2.6875
05_02_2022_09_55_21,AddNewNode,3,5.328125
05_02_2022_09_55_21,AddNewNode,4,3.21875
05_02_2022_09_55_21,AddNewNode,5,4.09375
05_02_2022_09_55_21,AddNewNode,6,11.140625
05_02_2022_09_55_21,AddNewNode,7,4.484375
05_02_2022_09_55_21,Insert,7,5.546875
05_02_2022_09_55_21,Lookup,7,4.937512
05_02_2022_09_55_21,Update,7,8.59375
05_02_2022_09_55_21,Delete,7,8.1875
05_02_2022_09_55_21,AddNewNode,8,16.15625
05_02_2022_10_01_41,AddNewNode,2,1.671875
05_02_2022_10_01_41,AddNewNode,3,5.671875
05_02_2022_10_01_41,AddNewNode,4,2.0
05_02_2022_10_01_41,AddNewNode,5,2.546875
05_02_2022_10_01_41,AddNewNode,6,12.796875
05_02_2022_10_01_41,AddNewNode,7,3.234375
05_02_2022_10_01_41,Insert,7,5.272312
05_02_2022_10_01_41,Lookup,7,3.328125
05_02_2022_10_01_41,Update,7,9.09375
05_02_2022_10_01_41,Delete,7,0.0
05_02_2022_10_01_41,AddNewNode,8,8.171875
05_02_2022_10_01_41,Leave,7,11.5625
05_02_2022_10_04_47,AddNewNode,2,2.359375
05_02_2022_10_04_47,AddNewNode,3,3.703125
05_02_2022_10_04_47,AddNewNode,4,3.4375
05_02_2022_10_04_47,AddNewNode,5,3.296875
05_02_2022_10_04_47,AddNewNode,6,11.984375
05_02_2022_10_04_47,AddNewNode,7,4.390625
05_02_2022_10_04_47,AddNewNode,8,15.125
05_02_2022_10_04_47,AddNewNode,9,18.0
05_02_2022_10_04_47,Insert,9,6.3125
05_02_2022_10_04_47,Lookup,9,7.78125
05_02_2022_10_04_47,Update,9,12.640625
05_02_2022_10_04_47,Delete,9,7.656253
05_02_2022_10_04_47,Leave,9,9.656253
05_02_2022_10_04_47,Delete,9,7.656253
05_02_2022_10_04_47,AddNewNode,10,11.84375
05_02_2022_10_12_55,AddNewNode,2,2.125
05_02_2022_10_12_55,AddNewNode,3,3.671875
05_02_2022_10_12_55,AddNewNode,4,2.53125
05_02_2022_10_12_55,AddNewNode,5,4.21875
05_02_2022_10_12_55,AddNewNode,6,16.65625
05_02_2022_10_12_55,AddNewNode,7,16.953125
05_02_2022_10_14_05,AddNewNode,2,1.578125
05_02_2022_10_14_05,AddNewNode,3,8.125
05_02_2022_10_14_05,AddNewNode,4,4.265625
05_02_2022_10_14_05,AddNewNode,5,1.515625
05_02_2022_10_14_05,AddNewNode,6,13.0625
05_02_2022_10_14_05,AddNewNode,7,6.09375
05_02_2022_10_14_05,AddNewNode,8,18.515625
05_02_2022_10_14_05,AddNewNode,9,20.125
05_02_2022_10_17_03,AddNewNode,2,2.953125
05_02_2022_10_17_03,AddNewNode,3,6.203125
05_02_2022_10_17_03,AddNewNode,4,6.265625
05_02_2022_10_17_03,AddNewNode,5,5.703125
05_02_2022_10_17_03,AddNewNode,6,16.5
05_02_2022_10_17_03,AddNewNode,7,6.953125
05_02_2022_10_17_03,AddNewNode,8,18.015625
05_02_2022_10_17_03,AddNewNode,9,18.0625
05_02_2022_10_19_50,AddNewNode,2,1.71875
05_02_2022_10_19_50,AddNewNode,3,7.3125
05_02_2022_10_19_50,AddNewNode,4,3.40625
05_02_2022_10_19_50,AddNewNode,5,3.59375
05_02_2022_10_19_50,AddNewNode,6,17.984375
05_02_2022_10_19_50,AddNewNode,7,9.3125
05_02_2022_10_19_50,AddNewNode,8,12.28125
05_02_2022_10_19_50,AddNewNode,9,18.65625
05_02_2022_10_19_50,Insert,9,21.15625
05_02_2022_10_19_50,Lookup,9,6.359375
05_02_2022_10_19_50,Update,9,5.361221
05_02_2022_10_19_50,Delete,9,6.125123
05_02_2022_10_23_08,AddNewNode,2,2.5625
05_02_2022_10_23_08,AddNewNode,3,2.375
05_02_2022_10_23_08,AddNewNode,4,3.203125
05_02_2022_10_23_08,AddNewNode,5,2.515625
05_02_2022_10_23_08,AddNewNode,6,14.359375
05_02_2022_10_23_08,AddNewNode,7,6.03125
05_02_2022_10_23_08,AddNewNode,8,16.265625
05_02_2022_10_23_08,AddNewNode,9,13.171875
05_02_2022_10_23_08,Insert,9,0.0
05_02_2022_10_23_08,Lookup,9,6.546875
05_02_2022_10_23_08,Update,9,16.375
05_02_2022_10_23_08,Delete,9,5.937512
05_02_2022_10_23_08,AddNewNode,10,15.875
05_02_2022_10_26_34,AddNewNode,2,3.046875
05_02_2022_10_26_34,AddNewNode,3,5.921875
05_02_2022_10_26_34,AddNewNode,4,3.921875
05_02_2022_10_26_34,AddNewNode,5,6.109375
05_02_2022_10_29_17,AddNewNode,2,1.765625
05_02_2022_10_29_17,AddNewNode,3,4.3125
05_02_2022_10_29_17,AddNewNode,4,2.15625
05_02_2022_10_29_17,AddNewNode,5,1.8125
05_02_2022_10_29_17,AddNewNode,6,15.421875
05_02_2022_10_29_17,AddNewNode,7,18.25
05_02_2022_10_29_17,AddNewNode,8,17.390625
05_02_2022_10_29_17,AddNewNode,9,13.84375
05_02_2022_10_29_17,Insert,9,0.0
05_02_2022_10_29_17,Lookup,9,5.703125
05_02_2022_10_29_17,Update,9,10.234375
05_02_2022_10_32_41,AddNewNode,2,4.109375
05_02_2022_10_32_41,AddNewNode,3,4.25
05_02_2022_10_32_41,AddNewNode,4,4.703125
05_02_2022_10_32_41,AddNewNode,5,3.921875
05_02_2022_10_32_41,AddNewNode,6,15.453125
05_02_2022_10_32_41,AddNewNode,7,4.4375
05_02_2022_10_32_41,AddNewNode,8,16.796875
05_02_2022_10_32_41,AddNewNode,9,13.984375
05_02_2022_10_32_41,Insert,9,12.25
05_02_2022_10_32_41,Lookup,9,6.296875
05_02_2022_10_32_41,Update,9,17.390625
05_02_2022_10_32_41,Delete,9,6.543875
05_02_2022_10_32_41,AddNewNode,10,17.515625
05_02_2022_10_41_25,AddNewNode,2,1.890625
05_02_2022_10_41_25,AddNewNode,3,5.203125
05_02_2022_10_41_25,Insert,3,0.0
05_02_2022_10_41_25,Lookup,3,2.375
05_02_2022_10_41_25,Update,3,1.12313
05_02_2022_10_41_25,Delete,3,1.172672
05_02_2022_10_41_25,AddNewNode,4,1.96875
05_02_2022_10_41_25,Leave,3,4.15625
05_02_2022_10_43_21,AddNewNode,2,1.65625
05_02_2022_10_43_21,AddNewNode,3,1.515625
05_02_2022_10_43_21,AddNewNode,4,1.921875
05_02_2022_10_43_21,Insert,4,4.046875
05_02_2022_10_43_21,Lookup,4,3.859375
05_02_2022_10_43_21,Update,4,3.46875
05_02_2022_10_43_21,Delete,4,4.546875
05_02_2022_10_43_21,AddNewNode,5,3.515625
05_02_2022_10_43_21,Leave,4,7.46875
05_02_2022_10_45_50,AddNewNode,2,2.6875
05_02_2022_10_45_50,Insert,2,0.67812
05_02_2022_10_45_50,Lookup,2,0.625
05_02_2022_10_45_50,Update,2,0.82761
05_02_2022_10_45_50,Delete,2,0.90128
05_02_2022_10_45_50,AddNewNode,3,4.75
05_02_2022_10_45_50,Leave,2,7.265625
05_02_2022_11_24_30,AddNewNode,2,1.171875
05_02_2022_11_24_30,AddNewNode,3,1.15625
05_02_2022_11_24_30,AddNewNode,4,1.71875
05_02_2022_11_24_30,AddNewNode,5,2.828125
13_02_2022_17_17_18,AddNewNode,2,2.203125
13_02_2022_17_17_18,AddNewNode,3,6.328125
13_02_2022_17_17_18,AddNewNode,4,5.75
13_02_2022_17_17_18,AddNewNode,5,11.359375
13_02_2022_17_25_43,AddNewNode,2,2.875
13_02_2022_17_25_43,AddNewNode,3,6.203125
13_02_2022_17_25_43,AddNewNode,4,6.109375
13_02_2022_17_25_43,AddNewNode,5,9.0625
13_02_2022_17_29_01,AddNewNode,2,2.453125
13_02_2022_17_29_01,AddNewNode,3,5.046875
13_02_2022_17_29_01,AddNewNode,4,6.484375
13_02_2022_17_29_01,AddNewNode,5,9.34375
13_02_2022_17_32_55,AddNewNode,2,3.046875
13_02_2022_17_32_55,AddNewNode,3,5.28125
13_02_2022_17_32_55,AddNewNode,4,4.4375
13_02_2022_17_32_55,AddNewNode,5,10.25
13_02_2022_17_32_55,AddNewNode,6,3.671875
13_02_2022_17_32_55,AddNewNode,7,8.453125
13_02_2022_17_32_55,AddNewNode,8,11.65625
13_02_2022_17_32_55,AddNewNode,9,15.015625
13_02_2022_17_32_55,AddNewNode,10,14.0625
13_02_2022_17_32_55,AddNewNode,11,16.546875
13_02_2022_17_32_55,AddNewNode,12,17.84375
13_02_2022_17_32_55,AddNewNode,13,16.09375
13_02_2022_17_32_55,AddNewNode,14,17.359375
13_02_2022_17_32_55,AddNewNode,15,16.9375
13_02_2022_17_42_58,AddNewNode,2,2.28125
13_02_2022_17_42_58,AddNewNode,3,4.640625
13_02_2022_17_42_58,AddNewNode,4,7.15625
13_02_2022_17_42_58,AddNewNode,5,10.609375
13_02_2022_17_42_58,AddNewNode,6,3.28125
13_02_2022_17_42_58,AddNewNode,7,8.65625
13_02_2022_17_42_58,AddNewNode,8,9.5
13_02_2022_17_42_58,AddNewNode,9,17.140625
13_02_2022_17_42_58,AddNewNode,10,16.140625
13_02_2022_17_42_58,AddNewNode,11,16.28125
13_02_2022_17_42_58,AddNewNode,12,16.578125
13_02_2022_17_42_58,AddNewNode,13,17.578125
13_02_2022_17_42_58,AddNewNode,14,16.09375
13_02_2022_17_42_58,AddNewNode,15,17.75
13_02_2022_17_42_58,AddNewNode,16,17.265625
13_02_2022_17_42_58,AddNewNode,17,19.421875
13_02_2022_17_42_58,AddNewNode,18,18.125
13_02_2022_17_42_58,AddNewNode,19,18.390625
13_02_2022_17_42_58,AddNewNode,20,19.9375
13_02_2022_17_42_58,AddNewNode,21,20.78125
13_02_2022_17_42_58,AddNewNode,22,22.453125
13_02_2022_17_42_58,AddNewNode,23,23.03125
13_02_2022_17_42_58,AddNewNode,24,25.40625
13_02_2022_17_42_58,AddNewNode,25,28.609375
13_02_2022_17_42_58,AddNewNode,26,21.453125
13_02_2022_17_42_58,AddNewNode,27,20.5
13_02_2022_17_42_58,AddNewNode,28,30.9375
13_02_2022_17_42_58,AddNewNode,29,25.015625
13_02_2022_17_42_58,AddNewNode,30,13.171875
13_02_2022_17_42_58,AddNewNode,31,11.546875
13_02_2022_17_42_58,AddNewNode,32,24.171875
13_02_2022_17_42_58,AddNewNode,33,34.5
13_02_2022_17_42_58,AddNewNode,34,23.5
13_02_2022_17_42_58,AddNewNode,35,25.03125
13_02_2022_17_42_58,AddNewNode,36,24.734375
13_02_2022_17_42_58,AddNewNode,37,23.921875
13_02_2022_17_42_58,AddNewNode,38,40.84375
13_02_2022_17_42_58,AddNewNode,39,26.71875
13_02_2022_17_42_58,AddNewNode,40,22.0625
13_02_2022_17_42_58,AddNewNode,41,26.421875
13_02_2022_17_42_58,AddNewNode,42,22.046875
13_02_2022_17_42_58,AddNewNode,43,22.4375
13_02_2022_17_42_58,AddNewNode,44,26.546875
13_02_2022_17_42_58,AddNewNode,45,46.078125
13_02_2022_17_42_58,AddNewNode,46,35.984375
13_02_2022_17_42_58,AddNewNode,47,22.328125
13_02_2022_17_42_58,AddNewNode,48,21.78125
13_02_2022_17_42_58,AddNewNode,49,48.390625
13_02_2022_17_42_58,AddNewNode,50,28.4375
16_02_2022_16_32_14,AddNewNode,2,2.25
16_02_2022_16_32_14,AddNewNode,3,5.53125
16_02_2022_16_32_14,AddNewNode,4,2.984375
16_02_2022_17_42_54,AddNewNode,2,2.625
16_02_2022_17_42_54,AddNewNode,3,4.890625
16_02_2022_17_42_54,AddNewNode,4,7.59375
16_02_2022_17_42_54,AddNewNode,5,8.4375
16_02_2022_17_42_54,Leave,4,11.9375
16_02_2022_17_42_54,AddNewNode,5,2.546875
16_02_2022_17_42_54,Leave,4,13.03125
16_02_2022_17_53_51,AddNewNode,2,1.953125
16_02_2022_17_53_51,AddNewNode,3,4.40625
16_02_2022_17_53_51,AddNewNode,4,5.109375
16_02_2022_17_53_51,AddNewNode,5,11.21875
16_02_2022_17_53_51,AddNewNode,6,3.046875
16_02_2022_17_53_51,AddNewNode,7,8.90625
16_02_2022_17_53_51,Insert,7,9.65625
16_02_2022_17_53_51,Leave,6,18.6875
16_02_2022_17_53_51,Leave,5,15.015625
16_02_2022_17_53_51,Leave,4,7.84375
16_02_2022_17_53_51,Insert,4,3.21875
16_02_2022_18_06_12,AddNewNode,2,2.5
16_02_2022_18_06_12,AddNewNode,3,5.1875
16_02_2022_18_06_12,Lookup,3,1.453125
16_02_2022_18_06_12,Lookup,3,1.25
16_02_2022_18_06_12,Lookup,3,2.171875
16_02_2022_18_06_12,Lookup,3,2.53125
16_02_2022_18_06_12,Lookup,3,0.75
16_02_2022_18_06_12,Lookup,3,2.6875
16_02_2022_18_06_12,Lookup,3,0.828125
16_02_2022_18_06_12,Lookup,3,2.625
16_02_2022_18_06_12,Lookup,3,2.78125
16_02_2022_18_06_12,Lookup,3,2.484375
16_02_2022_18_06_12,Leave,2,7.84375
16_02_2022_18_06_12,Lookup,2,2.125
16_02_2022_18_06_12,Lookup,2,1.9375
16_02_2022_18_06_12,Lookup,2,2.796875
16_02_2022_18_06_12,Lookup,2,0.703125
16_02_2022_18_06_12,Lookup,2,2.15625
16_02_2022_18_06_12,Lookup,2,2.796875
16_02_2022_18_06_12,Lookup,2,2.453125
16_02_2022_18_06_12,Lookup,2,2.59375
16_02_2022_18_06_12,Insert,2,2.140625
16_02_2022_18_06_12,Lookup,2,2.46875
16_02_2022_18_06_12,Lookup,2,2.21875
16_02_2022_18_06_12,Lookup,2,2.4375
16_02_2022_18_06_12,Leave,1,8.875
16_02_2022_18_29_06,AddNewNode,2,2.34375
16_02_2022_18_29_06,AddNewNode,3,6.84375
16_02_2022_18_29_39,AddNewNode,2,2.0625
16_02_2022_18_29_39,AddNewNode,3,2.015625
16_02_2022_18_29_39,AddNewNode,4,7.6875
16_02_2022_18_29_39,AddNewNode,5,8.703125
16_02_2022_18_29_39,Update,5,3.875
16_02_2022_18_29_39,Lookup,5,4.390625
16_02_2022_18_29_39,AddNewNode,6,2.296875
16_02_2022_18_29_39,Lookup,6,0.859375
16_02_2022_18_29_39,Lookup,6,3.90625
16_02_2022_18_29_39,Lookup,6,1.0625
16_02_2022_18_29_39,Lookup,6,8.546875
16_02_2022_18_29_39,Lookup,6,1.765625
16_02_2022_18_29_39,Delete,6,3.65625
16_02_2022_22_39_25,AddNewNode,2,2.265625
16_02_2022_22_39_25,AddNewNode,3,4.734375
16_02_2022_22_39_25,AddNewNode,4,6.0
16_02_2022_22_39_25,AddNewNode,5,9.78125
16_02_2022_22_39_25,Insert,5,5.296875
16_02_2022_22_39_25,Lookup,5,2.71875
16_02_2022_22_39_25,Update,5,0.0
16_02_2022_22_39_25,Delete,5,0.0
16_02_2022_22_39_25,AddNewNode,6,3.484375
17_02_2022_02_13_59,AddNewNode,2,2.03125
17_02_2022_02_13_59,AddNewNode,3,3.984375
17_02_2022_02_13_59,AddNewNode,4,6.59375
17_02_2022_02_13_59,AddNewNode,5,11.75
17_02_2022_02_13_59,AddNewNode,6,2.15625
17_02_2022_02_13_59,AddNewNode,7,17.15625
17_02_2022_02_13_59,AddNewNode,8,7.40625
17_02_2022_02_13_59,AddNewNode,9,13.0
17_02_2022_02_13_59,AddNewNode,10,16.40625
17_02_2022_02_13_59,AddNewNode,11,17.015625
17_02_2022_02_13_59,AddNewNode,12,12.40625
17_02_2022_02_13_59,AddNewNode,13,12.828125
17_02_2022_02_13_59,AddNewNode,14,16.265625
17_02_2022_02_13_59,AddNewNode,15,16.578125
17_02_2022_02_13_59,AddNewNode,16,18.828125
17_02_2022_02_13_59,AddNewNode,17,17.140625
17_02_2022_02_13_59,AddNewNode,18,16.640625
17_02_2022_02_13_59,AddNewNode,19,17.859375
17_02_2022_02_13_59,AddNewNode,20,19.765625
17_02_2022_02_13_59,AddNewNode,21,16.84375
